Unnamed: 0,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,col,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
754,2015,72007,151.0,2179.0,140.0,7.0,9.9,140.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
755,2014,56778,1174.0,1796.0,186.0,5.0,15.46,186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
756,2018,20024,182.0,1199.0,887.0,5.0,8.46,887.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
757,2013,42103,1678.0,1496.0,8873.0,5.0,3.25,8873.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
758,2012,67147,197.0,796.0,463.0,5.0,2.6,463.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
759,2016,37806,204.0,1197.0,8180.0,5.0,5.2,8180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
760,2009,85000,190.0,998.0,661.0,5.0,1.8,661.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
761,2011,35000,254.0,624.0,3748.0,4.0,1.6,3748.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
762,2015,72035,255.0,1498.0,99.0,5.0,2.5,99.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
763,2011,48500,160.0,1368.0,90.0,5.0,2.5,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
764,2017,28854,1816.0,1196.0,868.0,5.0,6.7,868.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
765,2005,92450,154.0,1590.0,94.0,5.0,1.2,94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
766,2016,14351,1888.0,1995.0,184.0,5.0,35.55,184.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
767,2017,51087,179.0,1998.0,1637.0,5.0,7.75,1637.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
768,2005,50000,127.0,2609.0,1166.0,8.0,1.94,1166.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
769,2016,73000,250.0,1396.0,69.0,5.0,2.2,69.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
770,2011,60000,181.0,1991.0,1479.0,4.0,3.8,1479.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
771,2016,50000,128.0,2494.0,102.0,8.0,15.65,102.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
772,2018,36797,1927.0,2143.0,16762.0,5.0,39.47,16762.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
773,2011,50000,185.0,1197.0,8580.0,5.0,1.5,8580.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
774,2013,94000,128.0,2494.0,102.0,8.0,8.85,102.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
775,2013,74000,1255.0,2982.0,1685.0,7.0,17.9,1685.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
776,2014,41016,1695.0,1197.0,789.0,5.0,5.08,789.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
777,2012,67000,2232.0,1582.0,12632.0,5.0,6.25,12632.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
778,2015,76927,1573.0,1968.0,17433.0,5.0,22.75,17433.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
779,2010,17088,186.0,1199.0,794.0,5.0,1.46,794.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
780,2007,112808,178.0,1399.0,68.0,5.0,2.05,68.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
781,2014,74980,200.0,1399.0,68.0,5.0,4.08,68.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
782,2014,44600,231.0,998.0,6704.0,5.0,4.55,6704.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
783,2013,37000,200.0,2143.0,1073.0,5.0,14.0,1073.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
784,2016,21000,158.0,1591.0,1213.0,5.0,10.9,1213.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
785,2010,81245,189.0,998.0,671.0,5.0,2.45,671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
786,2013,70000,100.0,2148.0,170.0,5.0,15.8,170.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
787,2017,4018,1888.0,1499.0,1104.0,5.0,8.25,1104.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
788,2013,70000,1373.0,1995.0,148.0,5.0,8.5,148.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
789,2016,56532,160.0,2179.0,140.0,7.0,15.54,140.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
790,2013,26875,168.0,796.0,342.0,8.0,2.35,342.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
791,2015,72599,225.0,998.0,6704.0,5.0,4.32,6704.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
792,2008,205000,131.0,2499.0,141.0,7.0,3.9,141.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
793,2011,98000,2232.0,1582.0,12632.0,5.0,5.2,12632.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
794,2018,19500,186.0,1197.0,8183.0,5.0,5.85,8183.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
795,2013,68000,1602.0,1373.0,937.0,7.0,6.25,937.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
796,2019,19654,140.0,2179.0,155.0,7.0,17.63,155.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
797,2017,26000,2365.0,1248.0,885.0,5.0,9.75,885.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
798,2015,10000,181.0,3498.0,306.0,2.0,55.0,306.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
799,2011,75020,2207.0,1199.0,739.0,5.0,4.1,739.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
800,2011,157000,1255.0,2982.0,1685.0,7.0,11.99,1685.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
801,2017,43773,160.0,2179.0,140.0,7.0,13.54,140.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
802,2016,21000,179.0,2143.0,20115.0,5.0,56.0,20115.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
803,2016,23280,187.0,1199.0,887.0,5.0,6.5,887.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
804,2013,88000,234.0,1248.0,74.0,5.0,4.75,74.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
805,2014,67000,1701.0,1591.0,1213.0,5.0,5.6,1213.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
806,2017,59636,1091.0,3198.0,197.0,7.0,29.2,197.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
807,2018,11000,186.0,1197.0,8183.0,5.0,6.35,8183.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
808,2013,60669,168.0,1497.0,1163.0,5.0,4.95,1163.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
809,2018,12000,274.0,1498.0,986.0,5.0,8.5,986.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
810,2013,35000,171.0,1591.0,1213.0,5.0,4.5,1213.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
811,2015,65000,242.0,1498.0,986.0,7.0,5.5,986.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
812,2013,39929,2077.0,1248.0,888.0,7.0,6.56,888.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
813,2014,49000,2407.0,998.0,671.0,5.0,2.3,671.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
814,2004,77757,131.0,2446.0,75.0,10.0,3.5,75.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
815,2016,21456,2036.0,1197.0,789.0,5.0,4.55,789.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
816,2009,74000,170.0,1896.0,105.0,5.0,7.75,105.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
817,2015,37000,186.0,1197.0,8183.0,5.0,5.25,8183.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
818,2013,108640,115.0,2993.0,235.0,5.0,23.29,235.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
819,2016,38000,2269.0,1995.0,190.0,5.0,23.99,190.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
820,2010,80000,1449.0,1399.0,927.0,5.0,1.79,927.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
821,2011,47000,1421.0,2143.0,203.0,5.0,13.9,203.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
822,2013,31000,1768.0,1968.0,17433.0,5.0,18.95,17433.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
823,2014,40000,2051.0,998.0,6704.0,5.0,2.49,6704.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
824,2016,4152,2517.0,799.0,533.0,5.0,3.15,533.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
825,2017,51000,2166.0,1498.0,10862.0,5.0,6.45,10862.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
826,2013,55000,2207.0,1199.0,739.0,5.0,4.25,739.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
827,2014,58500,2274.0,796.0,473.0,5.0,2.75,473.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
828,2017,58620,186.0,1197.0,8183.0,5.0,7.14,8183.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
829,2012,29605,183.0,1197.0,2740.1075561606535,5.0,2.44,2740.1075561606535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
830,2012,71172,170.0,1197.0,80.0,5.0,3.5,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
831,2017,12000,2254.0,1396.0,8873.0,5.0,7.3,8873.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
832,2014,25000,2051.0,998.0,6704.0,5.0,2.75,6704.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
833,2017,43000,2254.0,1396.0,8873.0,5.0,8.2,8873.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
834,2015,57022,1721.0,1197.0,1036.0,5.0,6.51,1036.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
835,2015,92000,200.0,1399.0,6805.0,5.0,4.25,6805.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
836,2014,33372,186.0,1197.0,858.0,5.0,6.21,858.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
837,2016,52625,240.0,1120.0,70.0,5.0,4.58,70.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
838,2016,215000,1402.0,2179.0,1183.0,7.0,7.5,1183.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
839,2012,65537,2683.0,796.0,384.0,5.0,2.1,384.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
840,2014,60138,1981.0,1086.0,6805.0,5.0,4.09,6805.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
841,2014,84000,193.0,1968.0,141.0,5.0,10.75,141.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
842,2014,47000,1597.0,2993.0,258.0,7.0,41.5,258.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
843,2014,33450,231.0,998.0,6704.0,5.0,4.4,6704.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
844,2013,125000,2054.0,1598.0,1036.0,5.0,6.25,1036.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
845,2011,99606,1607.0,1995.0,181.0,5.0,10.5,181.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
846,2014,64000,2077.0,1248.0,888.0,7.0,7.25,888.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
847,2013,51000,200.0,1399.0,6805.0,5.0,3.2,6805.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
848,2014,57000,1647.0,1198.0,74.0,5.0,3.95,74.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
849,2009,48040,1677.0,2967.0,24138.0,5.0,12.07,24138.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
850,2017,43200,1368.0,2393.0,1478.0,7.0,18.6,1478.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
851,2013,66000,2232.0,1582.0,1263.0,5.0,5.7,1263.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
852,2013,31000,1792.0,1086.0,621.0,5.0,1.75,621.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
853,2011,46000,1655.0,1968.0,14751.0,5.0,10.99,14751.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
854,2012,47346,1655.0,1968.0,14751.0,5.0,14.5,14751.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
855,2009,100000,170.0,1896.0,105.0,5.0,3.11,105.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
856,2015,63856,137.0,1997.0,15386.0,5.0,13.96,15386.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
857,2015,72996,2232.0,1582.0,12632.0,5.0,7.11,12632.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
858,2014,23000,245.0,1498.0,986.0,7.0,6.9,986.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
859,2018,15985,186.0,1197.0,8183.0,5.0,7.77,8183.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
860,2011,98000,128.0,2494.0,102.0,8.0,5.5,102.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
861,2014,70089,186.0,1197.0,8183.0,5.0,5.35,8183.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
862,2011,99000,136.0,2523.0,63.0,7.0,4.5,63.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
863,2014,72000,2034.0,1498.0,1032.0,5.0,4.75,1032.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
864,2015,44194,1636.0,2179.0,1877.0,5.0,32.8,1877.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
865,2005,102000,173.0,993.0,60.0,5.0,0.7,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
866,2018,56652,130.0,2987.0,258.0,5.0,50.29,258.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
867,2010,41650,115.0,2982.0,171.0,7.0,10.99,171.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
868,2015,61717,189.0,1197.0,82.0,5.0,5.57,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
869,2018,25302,254.0,1186.0,7397.0,5.0,5.9,7397.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
870,2016,47016,1529.0,1591.0,1213.0,5.0,9.43,1213.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
871,2010,69000,2036.0,1197.0,789.0,5.0,2.9,789.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
872,2016,32700,194.0,1198.0,868.0,5.0,3.68,868.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
873,2015,101337,1255.0,2982.0,1685.0,7.0,21.67,1685.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
874,2011,59000,1655.0,1968.0,140.0,5.0,12.5,140.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
875,2018,41736,1136.0,2755.0,1715.0,7.0,19.92,1715.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
876,2014,71649,251.0,1498.0,986.0,5.0,6.75,986.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
877,2015,80606,251.0,1498.0,986.0,5.0,6.96,986.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
878,2017,63262,217.0,999.0,67.0,5.0,3.25,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
879,2018,5456,284.0,1248.0,74.0,5.0,8.65,74.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
880,2017,7500,231.0,998.0,6704.0,5.0,5.0,6704.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
881,2011,66000,151.0,2179.0,140.0,7.0,5.5,140.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
882,2010,66770,2036.0,1197.0,789.0,5.0,2.6,789.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
883,2014,58472,1981.0,1086.0,6805.0,5.0,3.41,6805.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
884,2011,46687,220.0,1197.0,8180.0,5.0,2.7,8180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
885,2008,77000,97.0,1995.0,1635.0,5.0,5.5,1635.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
886,2012,7000,1433.0,1984.0,2266.0,4.0,35.0,2266.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
887,2011,48000,1474.0,1991.0,184.0,5.0,9.75,184.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
888,2013,47000,2164.0,1461.0,848.0,5.0,4.25,848.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
889,2015,51530,189.0,998.0,671.0,5.0,3.2,671.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
890,2014,25789,234.0,1248.0,74.0,5.0,6.85,74.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
891,2015,48000,258.0,1498.0,986.0,5.0,4.5,986.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
892,2012,52000,284.0,1248.0,74.0,5.0,3.55,74.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
893,2010,95637,132.0,1495.0,937.0,5.0,1.9,937.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
894,2008,131000,105.0,2609.0,120.0,7.0,3.6,120.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
895,2015,42076,130.0,2143.0,2011.0,5.0,21.8,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
896,2012,76000,130.0,2982.0,1685.0,7.0,13.5,1685.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
897,2016,20487,227.0,799.0,5364.0,5.0,2.66,5364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
898,2010,43000,168.0,1497.0,1163.0,5.0,3.75,1163.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
899,2018,17000,1916.0,2494.0,1582.0,5.0,32.0,1582.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
900,2016,60805,260.0,1498.0,986.0,5.0,8.07,986.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
901,2012,58775,1933.0,1968.0,1381.0,5.0,5.64,1381.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
902,2013,70181,1768.0,1968.0,17433.0,5.0,23.99,17433.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
903,2016,85827,2077.0,1248.0,8876.0,7.0,7.5,8876.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
904,2016,58205,1927.0,2143.0,16762.0,5.0,27.0,16762.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
905,2008,91000,193.0,1248.0,739.0,5.0,2.85,739.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
906,2012,74000,1901.0,1461.0,10845.0,5.0,6.35,10845.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
907,2010,79324,211.0,1248.0,739.0,5.0,3.3,739.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
908,2013,38623,191.0,1197.0,858.0,5.0,5.0,858.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
909,2014,59923,229.0,1248.0,74.0,5.0,6.46,74.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
910,2017,23360,211.0,814.0,552.0,5.0,3.75,552.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
911,2003,61495,173.0,993.0,60.0,5.0,1.52,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
912,2012,56661,151.0,1196.0,73.0,7.0,3.61,73.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
913,2017,40318,1416.0,1968.0,1743.0,5.0,43.74,1743.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
914,2014,60000,1573.0,1968.0,17433.0,5.0,20.0,17433.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
915,2008,103000,0.0,799.0,2740.1075561606535,2.0,3.0,2740.1075561606535,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
916,2010,130000,193.0,1248.0,739.0,5.0,3.65,739.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
917,2013,20000,1407.0,1978.0,831.0,10.0,5.25,831.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
918,2016,76000,1597.0,2993.0,258.0,7.0,58.0,258.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
919,2015,30000,180.0,1497.0,1173.0,5.0,8.65,1173.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
920,2015,150000,250.0,1396.0,6901.0,5.0,2.5,6901.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
921,2014,28000,1693.0,1197.0,1036.0,5.0,7.75,1036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
922,2015,74000,231.0,998.0,6704.0,5.0,4.15,6704.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
923,2011,75000,115.0,2982.0,171.0,7.0,10.85,171.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
924,2010,76000,113.0,2360.0,170.0,5.0,5.53,170.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
925,2014,64889,155.0,1896.0,105.0,5.0,11.5,105.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
926,2010,10000,90.0,3436.0,2740.1075561606535,2.0,40.0,2740.1075561606535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
927,2015,43000,1967.0,1582.0,1262.0,5.0,9.25,1262.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
928,2011,47490,175.0,1198.0,75.0,5.0,2.29,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
